"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"0000007",2014,"IL","Fairview Heights","62208","Union Hill",1,0,1,"Unknown"
"0000808",2014,"IL","Danville","61832","Franklin",1,0,1,"Unknown"
"0014024",2014,"IL","Carmi","62821","Co Rd 900 E",1,0,1,"None"
"0000170",2014,"IL","STERLING","61081","7TH",1,0,1,"Unknown"
"0001584",2014,"IL","Mokena","60448","MAGNOLIA",2,0,2,"Unknown"
"0014-22",2014,"IL","Pittsburg","62974","Ervin",1,0,1,"Other Unintentional, Careless"
"0004103",2014,"IL","Rockford","61107","GRAMERCY",1,0,1,"Unknown"
"0000725",2014,"IN","ELKHART","46514","KEHRES",1,0,1,"Other Unintentional, Careless"
"0001389",2014,"IN","CARMEL","46032","AUMAN",2,0,2,"Unknown"
"0000367",2014,"IN","Seymour","47274","GREEN CIRCLE",1,0,1,"Electrical Malfunction"
"0000214",2014,"IN","East Chicago","46312","Deal",1,0,1,"Intentional"
"2014072",2014,"IN","N MANCHESTER","46962","950 N",1,0,1,"Other Unintentional, Careless"
"0000465",2014,"KS","Augusta","67010","LOOMIS",1,0,1,"Unknown"
"0000334",2014,"KS","Rose Hill","67133","Santa Fe Lake",1,0,1,"Unknown"
"0000001",2014,"KS","Solomon","67480","4th",1,0,1,"Exposure"
"0000034",2014,"KS","Wilson","67490","22nd",1,0,1,"Unknown"
"101",2014,"KS","Garden City","67846","Hattie",1,0,1,"Smoking"
"421",2014,"KS","Garden City","67846","Plymell",3,0,3,"Unknown"
"0110053",2014,"KS","OVERLAND PARK","66207","Reeds",1,0,1,"Smoking"
"2510018",2014,"KS","OVERLAND PARK","66202","59TH",1,0,1,"Unknown"
"0001142",2014,"KS","Leavenworth","66048","SENECA",1,0,1,"Other Unintentional, Careless"
"0001118",2014,"KS","Emporia","66801","Market",1,0,1,"Unknown"
"0000005",2014,"KS","Marysville","66508","Laramie",1,0,1,"Unknown"
"0004311",2014,"KS","Hutchinson","67501","1",1,0,1,"Electrical Malfunction"
"0000963",2014,"KS","SALINA","67401","FLORIDA",1,0,1,"Appliances"
"0002951",2014,"KS","Wichita","67211","ZIMMERLY",1,0,1,"Unknown"
"0014345",2014,"KS","Wichita","67207","LINCOLN",1,0,1,"Open Flame"
"0061182",2014,"KS","Wichita","67203","WATER",1,0,1,"Unknown"
"0064454",2014,"KS","Wichita","67213","GLENN",1,0,1,"Appliances"
"0064793",2014,"KS","Wichita","67217","OSAGE",1,0,1,"Other Unintentional, Careless"
"0007662",2014,"KS","Wichita","67205","Ridge",1,0,1,"Unknown"
"10220",2014,"KS","TOPEKA","66607","6TH",1,0,1,"Unknown"
"17472",2014,"KS","TOPEKA","66606","8TH",1,0,1,"Unknown"
"17472",2014,"KS","TOPEKA","66606","8TH",1,0,1,"Exposure"
"17472",2014,"KS","TOPEKA","66606","8TH",1,0,1,"Exposure"
"0000711",2014,"KS","Liberal","67901","Washington",1,0,1,"Unknown"
"4014279",2014,"KS","KANSAS CITY","66104","GREELEY",1,0,1,"Smoking"
"2014056",2014,"KY","Scottsville","42164","Pitchford Ridge",1,0,1,"None"
"1400073",2014,"KY","Middlesboro","40965","Avondale",1,0,1,"Intentional"
"0000091",2014,"KY","SHEPHERDSVILLE","40165","LAKEVIEW",1,0,1,"Smoking"
"0000246",2014,"KY","Ft Thomas","41075","Tower Hill",1,0,1,"Unknown"
"0101099",2014,"KY","LEXINGTON","40505","EASTLAND DR",1,0,1,"Unknown"
"0104578",2014,"KY","LEXINGTON","40502","TATES CREEK RD",1,0,1,"Unknown"
"0000012",2014,"KY","Verona","41092","Roberts ",1,0,1,"Heating"
"2014085",2014,"KY","mayfield","42066","Dowdy",1,0,1,"Electrical Malfunction"
"1400079",2014,"KY","greensburg","42743","hillview",1,0,1,"Unknown"
"1020337",2014,"KY","Cynthiana","41031","Grays Run",2,0,2,"Unknown"
"2014054",2014,"KY","Manitou","42436","Roscoe Veasey",1,0,1,"Intentional"
"0024281",2014,"KY","LOUISVILLE","40203","1ST",1,0,1,"Intentional"
"0030900",2014,"KY","LOUISVILLE","40208","BROOK",1,0,1,"Intentional"
"0030900",2014,"KY","LOUISVILLE","40208","BROOK",1,0,1,"Exposure"
"0140134",2014,"KY","Staffordsville","41256","Little Mud Lick",1,0,1,"None"
"0000056",2014,"KY","Staffordsville","41256","Little Mud Lick Rd",1,0,1,"Other Unintentional, Careless"
"0010883",2014,"KY","COVINGTON","41011","19TH",1,0,1,"Investigation with Arson Module"
"1400069",2014,"KY","HODGENVILLE","42748","LANDMARK ",1,0,1,"Unknown"
"2014122",2014,"KY","Manchester","40962","Curry Branch",1,0,1,"None"
"14013",2014,"KY","Loretto","40037","Holy Cross",2,0,2,"Unknown"
"0012414",2014,"KY","Lebanon","40033","PENICK",1,0,1,"None"
"0000098",2014,"KY","Inez ","41224","Upper James ",3,0,3,"Intentional"
"0140128",2014,"KY","Harrodsburg","40330","333 N Greenville",1,0,1,"Unknown"
"389",2014,"KY","Harrodsburg","40330","CARSON",1,0,1,"Unknown"
"2014016",2014,"KY","Carlisle","40311","Hick Hardy",1,0,1,"Unknown"
"0130323",2014,"KY","Crestwood","40014","PaytonKY 393",1,0,1,"Unknown"
"0009324",2014,"KY","cadiz","42211","1018 rocky ridge rd",1,0,1,"Unknown"
"0000052",2014,"KY","Willisburg","40078","Main",1,0,1,"Other Unintentional, Careless"
"0000167",2014,"KY","Williamsburg","40769","1406 Hwy 904 E",1,0,1,"Unknown"
"0000474",2014,"LA","Oakdale","71463","5th",1,0,1,"Unknown"
"0902014",2014,"LA","Oberlin","70655","4th St",1,0,1,"Unknown"
"0000022",2014,"LA","Hessmer","71341","Hwy 114",2,0,2,"Unknown"
"1400159",2014,"LA","Gilliam","71029","COMMUNITY",2,0,2,"Unknown"
"1400044",2014,"LA","Keithville","71047","SPARKS DAVIS",2,0,2,"Unknown"
"1400378",2014,"LA","Vivian","71082","Jackson",1,0,1,"Investigation with Arson Module"
"0000104",2014,"LA","SULPHUR","70663","Jim Pickens",1,0,1,"Electrical Malfunction"
"1402071",2014,"LA","Jonesville","71343","Pecan",1,0,1,"Unknown"
"2014119",2014,"LA","Homer","71040","Washington",1,0,1,"Intentional"
"2014119",2014,"LA","Homer","71040","Washington",1,0,1,"Exposure"
"2014119",2014,"LA","Homer","71040","Washington",1,0,1,"Exposure"
"0000104",2014,"LA","MANSFIELD","71052","HWY 84",1,0,1,"Other Unintentional, Careless"
"0001769",2014,"LA","BATON ROUGE","70805","SYCAMORE",1,0,1,"Unknown"
"0016216",2014,"LA","BATON ROUGE","70805","EATON",1,0,1,"Intentional"
"0016703",2014,"LA","BATON ROUGE","70805","BAY",1,0,1,"Electrical Malfunction"
"0026137",2014,"LA","BATON ROUGE","70807","PAIGE",1,0,1,"Unknown"
"0026137",2014,"LA","BATON ROUGE","70807","PAIGE",1,0,1,"Exposure"
"0028662",2014,"LA","BATON ROUGE","70802","BRADDOCK",1,0,1,"Unknown"
"0030588",2014,"LA","BATON ROUGE","70802","MYRTLE",1,0,1,"Unknown"
"0030588",2014,"LA","BATON ROUGE","70802","MYRTLE",1,0,1,"Exposure"
"0000261",2014,"LA","Baton Rouge","70812","GREENWELL",1,0,1,"Other Heat"
"0000073",2014,"LA","Jonesboro","71251","Talbot",1,0,1,"Unknown"
"0011903",2014,"LA","Metairie","70003","HARVARD",3,0,3,"Unknown"
"0011903",2014,"LA","Metairie","70003","HARVARD",3,0,3,"Exposure"
"0011903",2014,"LA","Metairie","70003","HARVARD",3,0,3,"Exposure"
"0011903",2014,"LA","Metairie","70003","HARVARD",3,0,3,"Exposure"
"0432986",2014,"LA","LAFAYETTE","70501","MARTIN LUTHER KING JR",1,0,1,"Unknown"
"2014268",2014,"LA","Thibodaux","70301","Constant",2,0,2,"Unknown"
"140038",2014,"LA","Campti","71411","Pasture Road",2,0,2,"Unknown"
"0005877",2014,"LA","NEW ORLEANS","70114","ELIZA",1,0,1,"Smoking"
"0030059",2014,"LA","NEW ORLEANS","70125","MIRO",5,0,5,"Unknown"
"0032355",2014,"LA","NEW ORLEANS","70122","EASTERN",1,0,1,"Other Unintentional, Careless"
"0003791",2014,"LA","WEST MONROE","71291","SPELL",1,0,1,"Smoking"
"0030001",2014,"LA","JARREAU","70749","ISLAND ROAD",1,0,1,"Unknown"
"0000017",2014,"LA","Greensburg","70441","Highway 1043",1,0,1,"Unknown"
"0000003",2014,"LA","Breaux Bridge","70517","Bergeron",1,0,1,"Unknown"
"4001119",2014,"LA","HAMMOND","70403","PHOENIX SQUARE",1,0,1,"Unknown"
"0000216",2014,"LA","LORANGER","70446","TONEY",1,0,1,"Unknown"
"0000475",2014,"LA","HOUMA","70360","HOBSON",2,0,2,"Investigation with Arson Module"
"0001626",2014,"LA","FARMERVILLE","71241","UNDERWOOD",1,0,1,"Unknown"
"0000307",2014,"LA","abbeville","71051","5th",1,0,1,"Unknown"
"2014322",2014,"LA","Leesville","71446","Thompson",1,0,1,"Other Equipment"
"0000043",2014,"LA","Minden","71055","Garland ",1,0,1,"Open Flame"
"0002399",2014,"MA","Chatham","02633","WOOD CARVER KNOLL",1,0,1,"Heating"
"1165",2014,"MA","FALL RIVER","02720","FULTON",1,0,1,"Open Flame"
"3719",2014,"MA","NEW BEDFORD","02740","ROUNDS",1,0,1,"Intentional"
"0002873",2014,"MA","N Attleboro","02760","Peterson",1,0,1,"Smoking"
"0009402",2014,"MA","TAUNTON","02780","SMITH",1,0,1,"Smoking"
"14160",2014,"MA","Dartmouth","02748","High Point",1,0,1,"Smoking"
"0004978",2014,"MA","Lawrence","01843","Kingston",2,0,2,"Electrical Malfunction"
"1401014",2014,"MA","METHUEN","01844","BUTTONWOOD",2,0,2,"Heating"
"1401881",2014,"MA","METHUEN","01844","Park St",1,0,1,"Other Unintentional, Careless"
"0001092",2014,"MA","SPRINGFIELD","01108","EUCLID",1,0,1,"Investigation with Arson Module"
"0009474",2014,"MA","SPRINGFIELD","01108","CONVERSE",1,0,1,"Electrical Malfunction"
"0010907",2014,"MA","SPRINGFIELD","01105","GLENDELL",1,0,1,"Intentional"
"0013017",2014,"MA","SPRINGFIELD","01118","BURNSIDE",1,0,1,"Open Flame"
"0008005",2014,"MA","CAMBRIDGE","02139","PROSPECT ST",1,0,1,"Heating"
"0008005",2014,"MA","CAMBRIDGE","02139","PROSPECT ST",1,0,1,"Exposure"
"1407452",2014,"MA","CHELMSFORD","01824","SUMMER",1,0,1,"Smoking"
"387",2014,"MA","CONCORD","01742","NANCY",2,0,2,"Unknown"
"95439",2014,"MA","EVERETT","02149","GLENDALE",1,0,1,"Cooking"
"1682",2014,"MA","Lowell","01852","BILLERICA",1,0,1,"Smoking"
"9132",2014,"MA","Lowell","01851","BRANCH",7,0,7,"Electrical Malfunction"
"1811",2014,"MA","Marlborough","01752","STEVENS",1,0,1,"Unknown"
"0002101",2014,"MA","WALTHAM","02453","CRESCENT ST",1,0,1,"Smoking"
"0007950",2014,"MA","WALTHAM","02452","ALBEMARLE RD",1,0,1,"Smoking"
"848",2014,"MA","Weston","02493","WELLESLEY",1,0,1,"Electrical Malfunction"
"848",2014,"MA","Weston","02493","WELLESLEY",1,0,1,"Exposure"
"05834",2014,"MA","WINCHESTER","01890","CAMBRIDGE",1,0,1,"Cooking"
"0005531",2014,"MA","Boston","02136","COLCHESTER",1,0,1,"Electrical Malfunction"
"0010675",2014,"MA","Boston","02127","E",1,0,1,"Electrical Malfunction"
"2014141",2014,"MA","BOSTON","02135","MURDOCK",1,0,1,"Electrical Malfunction"
"2014141",2014,"MA","BOSTON","02135","MURDOCK",1,0,1,"Exposure"
"6192",2014,"MA","Revere","02151","CAMPBELL",1,0,1,"Investigation with Arson Module"
"6192",2014,"MA","Revere","02151","CAMPBELL",1,0,1,"Exposure"
"6192",2014,"MA","Revere","02151","CAMPBELL",1,0,1,"Exposure"
"237",2014,"MA","ASHBURNHAM","01430","WILKER",1,0,1,"Electrical Malfunction"
"1052",2014,"MA","Fitchburg","01420","EAST",2,0,2,"Smoking"
"1052",2014,"MA","Fitchburg","01420","EAST",2,0,2,"Exposure"
"1400576",2014,"MA","Gardner","01440","LAKE ST",1,0,1,"Other Unintentional, Careless"
"1554",2014,"MA","HOLDEN","01520","FARRAGUT",1,0,1,"Intentional"
"16",2014,"MA","LUNENBURG","01462","RENNIE",1,0,1,"Unknown"
"0001088",2014,"MD","Cumberland","21502","Grand",2,0,2,"Unknown"
"0001088",2014,"MD","Cumberland","21502","Grand",2,0,2,"Exposure"
"0007114",2014,"MD","Frostburg","21532","Bowery",1,0,1,"Unknown"
"0028706",2014,"MD","DENTON","21629","ANDERSONTOWN",1,0,1,"Unknown"
"0003965",2014,"MD","Mt Airy","21771","Flag Marsh",1,0,1,"Unknown"
"0017197",2014,"MD","Westminster","21157","Naugahyde",1,0,1,"Unknown"
"1433349",2014,"MD","Ellicott City","21043","ROUNDHILL",2,0,2,"Cooking"
"0002021",2014,"MD","Rock Hall","21661","Harris",1,0,1,"Appliances"
"0003644",2014,"MD","MONTGOMERY VILLAGE","20886","LOST KNIFE",1,0,1,"Cooking"
"0007318",2014,"MD","NORTH BETHESDA","20852","BRAXFIELD",1,0,1,"Unknown"
"0046111",2014,"MD","GERMANTOWN","20874","JAMIESON",1,0,1,"Heating"
"0112111",2014,"MD","ROCKVILLE","20852","GREAT ELM",1,0,1,"Intentional"
"0140425",2014,"MD","GAITHERSBURG","20879","DROP FORGE",3,0,3,"Exposure"
"3580083",2014,"MD","Bowie","20716","PARK",1,0,1,"Unknown"
"3410402",2014,"MD","BOWIE","20715","11TH",1,0,1,"Other Unintentional, Careless"
"3590042",2014,"MD","Fairmont Hgts","20743","BOOKER",1,0,1,"Open Flame"
"1480399",2014,"MD","Bowie","20715","GRENDEL PLACE",1,0,1,"Unknown"
"0001587",2014,"MD","Queen Anne","21657","Fox Meadow",1,0,1,"Open Flame"
"4003741",2014,"MD","LEXINGTON PARK","20653","THREE NOTCH",1,0,1,"Cooking"
"0006713",2014,"MD","Hagerstown","21740","FRANKLIN",1,0,1,"Cooking"
"0006713",2014,"MD","Hagerstown","21740","FRANKLIN",1,0,1,"Exposure"
"0006713",2014,"MD","Hagerstown","21740","FRANKLIN",1,0,1,"Exposure"
"0006713",2014,"MD","Hagerstown","21740","FRANKLIN",1,0,1,"Exposure"
"0000583",2014,"MD","Salisbury","21801","Patrick",2,0,2,"Unknown"
"0004836",2014,"MD","Salisbury","21801","Cottontail",1,0,1,"Unknown"
"1466075",2014,"MD","Hanover","21076","Post",1,0,1,"Heating"
"0022550",2014,"MD","BALTIMORE","21224","LAKEWOOD",1,0,1,"Unknown"
"0030108",2014,"MD","BALTIMORE","21217","PULASKI",2,0,2,"Other Heat"
"0075097",2014,"MD","BALTIMORE","21223","BRUCE",2,0,2,"Unknown"
"0147602",2014,"MD","BALTIMORE","21211","GREENSPRING",1,0,1,"Unknown"
"0000182",2014,"ME","Caribou","04736","West Gate",4,0,4,"Unknown"
"0000010",2014,"ME","St Francis","04774","Main",1,0,1,"Other Unintentional, Careless"
"0013517",2014,"ME","PORTLAND","04101","NOYES",6,0,6,"Unknown"
"507",2014,"ME","AUGUSTA","04330","CONY",1,0,1,"Investigation with Arson Module"
"24",2014,"ME","Hartford","04220","Church",1,0,1,"None"
"3283",2014,"ME","BIDDEFORD","04005","MAIN",2,0,2,"Unknown"
"3283",2014,"ME","BIDDEFORD","04005","MAIN",2,0,2,"Exposure"
"3283",2014,"ME","BIDDEFORD","04005","MAIN",2,0,2,"Exposure"
"0014-29",2014,"ME","Limington","04049","Ossipee Trail",1,0,1,"Electrical Malfunction"
"0000029",2014,"MI","SHELBYVILLE","49344","CIRCLE INN",1,0,1,"Heating"
"0000029",2014,"MI","SHELBYVILLE","49344","CIRCLE INN",1,0,1,"Exposure"
"0000029",2014,"MI","SHELBYVILLE","49344","CIRCLE INN",1,0,1,"Exposure"
"0000029",2014,"MI","SHELBYVILLE","49344","CIRCLE INN",1,0,1,"Exposure"
"0000007",2014,"MI","THREE OAKS","49128","Elm",4,0,4,"Unknown"
"0000029",2014,"MI","Albion","49224","AUSTIN",1,0,1,"Unknown"
"0000029",2014,"MI","Albion","49224","AUSTIN",1,0,1,"Exposure"
"06068",2014,"MI","BATTLE CREEK","49037","GREENWOOD",2,0,2,"Unknown"
"0000064",2014,"MI","CASSOPOLIS","49031","CHAIN LK",1,0,1,"Unknown"
"41214",2014,"MI","Gladwin","48624","Trout",1,0,1,"Unknown"
"121214",2014,"MI","Harrison","48625","Clarence",1,0,1,"Unknown"
"0000527",2014,"MI","GRAND BLANC","48439","COUNTRY HEARTH",1,0,1,"Intentional"
"0000706",2014,"MI","GRAND BLANC","48439","PARADISE",1,0,1,"Cooking"
"0201443",2014,"MI","READING","49274","READING",1,0,1,"Unknown"
"0016976",2014,"MI","LANSING","48912","LATHROP",1,0,1,"Unknown"
"1404374",2014,"MI","MERIDIAN TWP","48864","KENOSHA",1,0,1,"Intentional"
"0000047",2014,"MI","Saranac","48881","Hotchkiss",2,0,2,"Unknown"
"0000305",2014,"MI","SCOTTS","49088","31st",1,0,1,"Unknown"
"0001592",2014,"MI","Grand Rapids","49548","South Amber",1,0,1,"Unknown"
"0010888",2014,"MI","GRAND RAPIDS","49504","CHARLOTTE",1,0,1,"Cooking"
"0000985",2014,"MI","HOWELL","48843","BRENT",2,0,2,"Unknown"
"0004812",2014,"MI","St Clair Shores","48081","Alexander",1,0,1,"Unknown"
"0001439",2014,"MI","Gwinn","49841","Valkyrie",2,0,2,"Unknown"
"0000012",2014,"MI","Negaunee","49866","Hoist",1,0,1,"Unknown"
"11",2014,"MI","AustinTownship of","49342","Timber",1,0,1,"None"
"0000022",2014,"MI","Big Rapids","49307","16 Mile",1,0,1,"Unknown"
"0000180",2014,"MI","Menominee","49858","10th",1,0,1,"Investigation with Arson Module"
"0003446",2014,"MI","Monroe","48161","ROESSLER",1,0,1,"Unknown"
"0002437",2014,"MI","Clarkston","48346","Clintonville",1,0,1,"Unknown"
"0000002",2014,"MI","Clawson","48017","HIGHLAND",1,0,1,"Smoking"
"0000487",2014,"MI","Royal Oak","48073","COOLIDGE",1,0,1,"Unknown"
"0002182",2014,"MI","Royal Oak","48067","ALTADENA",1,0,1,"Investigation with Arson Module"
"0000983",2014,"MI","Waterford","48328","Goldner",1,0,1,"Unknown"
"0002863",2014,"MI","Holland","49423","13TH",1,0,1,"Investigation with Arson Module"
"0000475",2014,"MI","Birch Run","48415","RATHBUN",2,0,2,"Unknown"
"0000475",2014,"MI","Birch Run","48415","RATHBUN",2,0,2,"Exposure"
"0001138",2014,"MI","Saginaw","48601","BUTLER",2,0,2,"Other Unintentional, Careless"
"0000219",2014,"MI","Saginaw","48603","LAKESIDE",1,0,1,"Smoking"
"0000768",2014,"MI","Casco Twp","48064","Bart",1,0,1,"Unknown"
"140900",2014,"MI","Owosso","48867","MAIN",1,0,1,"Unknown"
"0000063",2014,"MI","GAINES","48436","PRIOR",1,0,1,"Unknown"
"0000560",2014,"MI","Ypsilanti","48198","New Meadow",1,0,1,"Intentional"
"0000434",2014,"MI","BROWNSTOWN","48183","RICHARD",1,0,1,"Unknown"
"0000724",2014,"MI","Dearborn","48124","Monroe",1,0,1,"Unknown"
"0003011",2014,"MI","Dearborn","48124","Byrd",1,0,1,"Investigation with Arson Module"
"0000148",2014,"MI","Detroit","48238","MONICA",2,0,2,"Unknown"
"0001344",2014,"MI","Detroit","48201","PHILADELPHIA",1,0,1,"Unknown"
"0003802",2014,"MI","Detroit","48202","4TH",1,0,1,"Other Unintentional, Careless"
"0006013",2014,"MI","Detroit","48238","LA SALLE",1,0,1,"Unknown"
"0019865",2014,"MI","Detroit","48234","ST LOUIS",1,0,1,"Unknown"
"0020352",2014,"MI","Detroit","48205","WESTPHALIA",1,0,1,"Unknown"
"0022585",2014,"MI","Detroit","48224","LAKEWOOD",3,0,3,"Equipment Misoperation, Failure"
"0023100",2014,"MI","Detroit","48238","PETOSKEY",1,0,1,"Unknown"
"0023606",2014,"MI","Detroit","48205","MANNING",1,0,1,"Unknown"
"0023705",2014,"MI","Detroit","48207","GRAND",1,0,1,"Unknown"
"0000016",2014,"MI","Grosse Ile","48138","James",1,0,1,"Investigation with Arson Module"
"0002092",2014,"MI","HARPER WOODS","48225","LITTLESTONE",1,0,1,"Other Heat"
"1401634",2014,"MI","LINCOLN PARK","48146","PARK",1,0,1,"Unknown"
"0001605",2014,"MI","Cadillac","49601","Cotey",1,0,1,"Investigation with Arson Module"
"0000236",2014,"MN","Columbia Heights","55421","44 12  Ave",1,0,1,"Unknown"
"0000550",2014,"MN","Andover","55304","137",1,0,1,"Intentional"
"1423583",2014,"MN","Fridley","55432","73rd",1,0,1,"Cooking"
"05",2014,"MN","Red Lake Indian Rese","56671","hwy 1 coppercity road",1,0,1,"Other Equipment"
"010",2014,"MN","New Ulm","56073","Center",1,0,1,"Other Heat"
"0000157",2014,"MN","CHANHASSEN","55317","Flying Cloud",1,0,1,"Unknown"
"173",2014,"MN","Watertown","55388","Franklin",1,0,1,"Unknown"
"0000301",2014,"MN","Farmington","55024","Upper 182nd",1,0,1,"Other Unintentional, Careless"
"1404967",2014,"MN","West St Paul","55118","WENTWORTH",1,0,1,"Unknown"
"0000052",2014,"MN","MINNEAPOLIS","55454","CEDAR",3,0,3,"Unknown"
"0005281",2014,"MN","MINNEAPOLIS","55411","COLFAX",5,0,5,"Unknown"
"0008232",2014,"MN","MINNEAPOLIS","55455","Washburn",2,0,2,"Smoking"
"1412073",2014,"MN","REMER","56672","124th",2,0,2,"Other Unintentional, Careless"
"026",2014,"MN","Grand Rapids","55744","Wendigo",1,0,1,"Unknown"
"2",2014,"MN","Kennedy","56733","east Franklin",1,0,1,"Other Heat"
"011",2014,"MN","Northome","56661","1st ave",1,0,1,"Other Unintentional, Careless"
"14111",2014,"MN","Underwood","56586","Bass Lake Rd",1,0,1,"Other Heat"
"0000042",2014,"MN","Thief River Falls","56701","170 th",1,0,1,"Unknown"
"0141041",2014,"MN","ROSEVILLE","55113","Pascal",1,0,1,"Smoking"
"0001241",2014,"MN","SAINT PAUL","55114","GLENDALE",1,0,1,"Unknown"
"0009285",2014,"MN","SAINT PAUL","55104","VAN BUREN",1,0,1,"Open Flame"
"0009285",2014,"MN","SAINT PAUL","55104","VAN BUREN",1,0,1,"Exposure"
"2014",2014,"MN","Warroad","56763","7th Lakewood",1,0,1,"Unknown"
"380",2014,"MN","Meadowlands","55765","Central",1,0,1,"Electrical Malfunction"
"0003164",2014,"MN","DULUTH","55806","23RD",1,0,1,"Unknown"
"0010628",2014,"MN","DULUTH","55805","2ND",1,0,1,"Open Flame"
"0000117",2014,"MN","Clear Lake","55319","115",1,0,1,"Intentional"
"144705",2014,"MN","SAINT CLOUD","56303","1",1,0,1,"Other Unintentional, Careless"
"07",2014,"MN","Wadena","56482","COUNTY ROAD 103",2,0,2,"Other Heat"
"14148",2014,"MN","Lakeland","55043","Rivercrest",1,0,1,"Other Unintentional, Careless"
"0000624",2014,"MO","KIRKSVILLE","63501","SHOCKEYS",2,0,2,"Other Unintentional, Careless"
"1411400",2014,"MO","Richland","65556","WALNUT",1,0,1,"Cooking"
"0000088",2014,"MO","Jackson","63755","WEST VALE",1,0,1,"Unknown"
"0000088",2014,"MO","Jackson","63755","WEST VALE",1,0,1,"Exposure"
"0000177",2014,"MO","Jackson","63755","RUSSELL",1,0,1,"Unknown"
"0000012",2014,"MO","Belton","64012","Iris",1,0,1,"Unknown"
"0000012",2014,"MO","Belton","64012","Iris",1,0,1,"Exposure"
"0000012",2014,"MO","Belton","64012","Iris",1,0,1,"Exposure"
"0000671",2014,"MO","SPRINGFIELD","65806","MOUNT VERNON",1,0,1,"Playing with Heat Source"
"0009036",2014,"MO","SPRINGFIELD","65802","PACIFIC",1,0,1,"Intentional"
"0141013",2014,"MO","Trenton","64683","Grundy",1,0,1,"Unknown"
"4002554",2014,"MO","Grandview","64030","BELMONT",2,0,2,"Intentional"
"0015924",2014,"MO","INDEPENDENCE","64055","LYNN",1,0,1,"Cooking"
"4000982",2014,"MO","Kansas City","64123","St John",1,0,1,"Electrical Malfunction"
"4009331",2014,"MO","Kansas City","64132","Park",1,0,1,"Unknown"
"4009331",2014,"MO","Kansas City","64132","Park",1,0,1,"Exposure"
"4037910",2014,"MO","Kansas City","64116","Garfield",1,0,1,"Unknown"
"4045364",2014,"MO","Kansas City","64138","TENNESSEE",1,0,1,"Unknown"
"4051808",2014,"MO","Kansas City","64133","54th",1,0,1,"Electrical Malfunction"
"0000559",2014,"MO","Cedar Hill","63016","Tall Oaks",1,0,1,"Unknown"
"0000559",2014,"MO","Cedar Hill","63016","Tall Oaks",1,0,1,"Exposure"
"231",2014,"MO","Rader","65632","STATE HIGHWAY ZZ",1,0,1,"Other Unintentional, Careless"
"0000277",2014,"MO","Richmond","64085","Franklin",2,0,2,"Unknown"
"0002044",2014,"MO","ST CHARLES","63303","Cactus",1,0,1,"Smoking"
"0003703",2014,"MO","ST CHARLES","63376","Mexico",1,0,1,"Unknown"
"0000310",2014,"MO","St Peters","63376","Mexico",1,0,1,"Other Equipment"
"5101072",2014,"MO","ST LOUIS","63138","SAN LUIS",1,0,1,"Cooking"
"0001152",2014,"MO","NORTHWOODS","63121","NELSON",1,0,1,"Investigation with Arson Module"
