"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"0022041",2012,"TN","Memphis","38117","Whiting",1,0,1,"Electrical Malfunction",-90.0489801,35.1495343
"0038184",2012,"TN","Memphis","38128","Winwood",1,0,1,"Other Unintentional, Careless",-90.0489801,35.1495343
"0057604",2012,"TN","Memphis","38111","Carnes",1,0,1,"Unknown",-90.0489801,35.1495343
"0068600",2012,"TN","Memphis","38114","Alcy",1,0,1,"Electrical Malfunction",-90.0489801,35.1495343
"0081233",2012,"TN","Memphis","38108","Curry",1,0,1,"Electrical Malfunction",-90.0489801,35.1495343
"0093620",2012,"TN","Memphis","38108","Sunset",1,0,1,"Electrical Malfunction",-90.0489801,35.1495343
"0094695",2012,"TN","MEMPHIS","38128","PRISCILLA",1,0,1,"Natural",-90.0489801,35.1495343
"0097513",2012,"TN","Memphis","38112","Eva",1,0,1,"Intentional",-90.0489801,35.1495343
"0104876",2012,"TN","MEMPHIS","38116","CROMWELL",2,0,2,"Unknown",-90.0489801,35.1495343
"0012849",2012,"TN","ARLINGTON","38002","WALKER SPRINGS",1,0,1,"Appliances",-97.1080656,32.735687
"8015184",2012,"TN","ARLINGTON","38002","SHOE HORN",1,0,1,"Unknown",-97.1080656,32.735687
"8015184",2012,"TN","ARLINGTON","38002","SHOE HORN",1,0,1,"Exposure",-97.1080656,32.735687
"0120239",2012,"TN","Dover","37058","Upper Standing Rock",2,0,2,"Unknown",-75.5243682,39.158168
"0120291",2012,"TN","Indian Mound","37079","Hwy 46",2,0,2,"Unknown",-87.6936291,36.5008833
"1202771",2012,"TN","BRISTOL","37620","GEORGIA",1,0,1,"Electrical Malfunction",-82.1887444,36.5951059
"0000746",2012,"TN","BETHPAGE","37148","BUCK PERRY ROAD",1,0,1,"Smoking",-73.4820687,40.7442664
"0120086",2012,"TN","Luttrell","37779","Front",1,0,1,"Playing with Heat Source",-83.7418507,36.1995269
"2012393",2012,"TN","Spencer","38585","Denny",1,0,1,"Smoking",-95.144318,43.1450748
"0001849",2012,"TN","JOHNSON CITY","37601","PINE RIDGE",2,0,2,"Electrical Malfunction",-82.3534727,36.3134397
"0003327",2012,"TN","JOHNSON CITY","37601","SANFORD",1,0,1,"Cooking",-82.3534727,36.3134397
"0002398",2012,"TX","Lufkin","75901","Humason Avenue",1,0,1,"Unknown",-94.729097,31.3382406
"0004187",2012,"TX","Lufkin","75901","Lubbock Street",1,0,1,"Electrical Malfunction",-94.729097,31.3382406
"65",2012,"TX","JOURDANTON","78026","408 MAIN ST",2,0,2,"None",-98.5464068,28.9180294
"2012035",2012,"TX","Jourdanton","78026","410 Main St",2,0,2,"Unknown",-98.5464068,28.9180294
"1207142",2012,"TX","Bellville","77418","Palm",1,0,1,"Unknown",-96.2571858,29.9502253
"2950011",2012,"TX","LAKEHILLS","78063","18TH ST E",1,0,1,"Intentional",-98.9430859,29.604672
"2005817",2012,"TX","Killeen","76541","GRAY",3,0,3,"Investigation with Arson Module",-97.7277959,31.1171194
"8260048",2012,"TX","SAN ANTONIO","78249","GLAZE",1,0,1,"Exposure",-98.4936282,29.4241219
"8260048",2012,"TX","SAN ANTONIO","78249","GLAZE",1,0,1,"Exposure",-98.4936282,29.4241219
"9010459",2012,"TX","SAN ANTONIO","78237","SAN IGNACIO",1,0,1,"Unknown",-98.4936282,29.4241219
"9160048",2012,"TX","SAN ANTONIO","78238","TIMBERHILL",2,0,2,"Other Equipment",-98.4936282,29.4241219
"1205025",2012,"TX","Liverpool","77577","Fathom",1,0,1,"Unknown",-76.2177046,43.106456
"1221398",2012,"TX","Freeport","77541","5th",1,0,1,"Open Flame",-73.5831835,40.6576022
"039",2012,"TX","BurnetCounty","78611","West Mountaian View",1,0,1,"Electrical Malfunction",-98.2212979,30.7270349
"2041502",2012,"TX","Mckinney","75069","FM 546 Private Road",1,0,1,"Other Unintentional, Careless",-96.6397822,33.1972465
"0062216",2012,"TX","Frisco","75034","Glenoaks",1,0,1,"Intentional",-96.8236116,33.1506744
"0020516",2012,"TX","PLANO","75075","Parkhaven",1,0,1,"Electrical Malfunction",-96.6988856,33.0198431
"123112a",2012,"TX","OaKland","78962","Durburry lane",1,0,1,"None",-122.2711137,37.8043637
"2001480",2012,"TX","Cedar Hill","75104","SUFFOLK",3,0,3,"Unknown",-96.9561152,32.5884689
"0000589",2012,"TX","CARROLLTON","75007","LYMINGTON",1,0,1,"Unknown",-96.8899636,32.9756415
"0001154",2012,"TX","UNIVERSITY PARK","75225","NORTHWEST",1,0,1,"Unknown",,
"1201110",2012,"TX","Garland","75044","BELT LINE",1,0,1,"Investigation with Arson Module",-96.6388833,32.912624
"2027650",2012,"TX","DALLAS","75228","SAN MEDINA",1,0,1,"Smoking",-96.7969879,32.7766642
"2031542",2012,"TX","DALLAS","75230","MEADOW PARK",1,0,1,"Heating",-96.7969879,32.7766642
"2037113",2012,"TX","DALLAS","75212","GALLAGHER",1,0,1,"Unknown",-96.7969879,32.7766642
"2043960",2012,"TX","DALLAS","75215","HATCHER",1,0,1,"Heating",-96.7969879,32.7766642
"2139738",2012,"TX","DALLAS","75205","CENTRAL",1,0,1,"Smoking",-96.7969879,32.7766642
"2149003",2012,"TX","DALLAS","75238","MOSSCREST",2,0,2,"Appliances",-96.7969879,32.7766642
"2181490",2012,"TX","DALLAS","75215","PARK",1,0,1,"Investigation with Arson Module",-96.7969879,32.7766642
"0000369",2012,"TX","DENTON COUNTY","75065","HOOK",1,0,1,"Unknown",-97.179026,33.1418611
"0000369",2012,"TX","DENTON COUNTY","75065","HOOK",1,0,1,"Exposure",-97.179026,33.1418611
"0004182",2012,"TX","ODESSA","79761","DORAN",1,0,1,"Smoking",30.7233095,46.482526
"0002368",2012,"TX","MIDLOTHIAN","76065","US HIGHWAY 287",1,0,1,"Investigation with Arson Module",-96.9944489,32.482361
"0000217",2012,"TX","Hitchcock","77563","Terrebonne",1,0,1,"Unknown",-122.5205015,47.6247208
"0000217",2012,"TX","Hitchcock","77563","Terrebonne",1,0,1,"Exposure",-122.5205015,47.6247208
"0000217",2012,"TX","Hitchcock","77563","Terrebonne",1,0,1,"Exposure",-122.5205015,47.6247208
"2002830",2012,"TX","Texas City","77591","NOBLE",1,0,1,"Unknown",-94.9027002,29.383845
"2006619",2012,"TX","Texas City","77590","1ST",1,0,1,"Investigation with Arson Module",-94.9027002,29.383845
"0006408",2012,"TX","GALVESTON","77550","AVE P 12",1,0,1,"Cooking",-94.7976958,29.3013479
"0006408",2012,"TX","GALVESTON","77550","AVE P 12",1,0,1,"Exposure",-94.7976958,29.3013479
"0000377",2012,"TX","Pampa","79065","Doucette",1,0,1,"Unknown",-100.9598709,35.5361559
"2012027",2012,"TX","Pottsboro","75076","127 Clountz Ln",1,0,1,"Unknown",-96.6694402,33.759271
"1201233",2012,"TX","Sherman","75090","CROCKETT",1,0,1,"Unknown",-96.6088805,33.6356618
"1203379",2012,"TX","Sherman","75090","RICKETTS",1,0,1,"Smoking",-96.6088805,33.6356618
"0024357",2012,"TX","Humble","77396","RAWLINGS",1,0,1,"Unknown",-95.2621553,29.9988312
"0018023",2012,"TX","Channelview","77530","KREMMER",1,0,1,"Unknown",-95.1146533,29.7760599
"1206230",2012,"TX","Houston","77015","Highland Castle",1,0,1,"Other Unintentional, Careless",-95.3698028,29.7604267
"0003751",2012,"TX","Spring","77370","Walters",1,0,1,"Unknown",-116.4221616,36.4214066
"0034331",2012,"TX","Tomball","77375","Slash Pine",1,0,1,"Other Unintentional, Careless",-95.6160549,30.0971621
"03300",2012,"TX","Houston","77066","Lufborough",1,0,1,"None",-95.3698028,29.7604267
"39463",2012,"TX","Houston","77086","Loch Bend",1,0,1,"Unknown",-95.3698028,29.7604267
"26186",2012,"TX","Houston","77039","Cicada",2,0,2,"Exposure",-95.3698028,29.7604267
"1203751",2012,"TX","Houston","77014","Walters",1,0,1,"None",-95.3698028,29.7604267
"1206826",2012,"TX","HOUSTON","77014","ELLA BLVD",2,0,2,"None",-95.3698028,29.7604267
"0680736",2012,"TX","HOUSTON","77023","DISMUKE",1,0,1,"Unknown",-95.3698028,29.7604267
"0830771",2012,"TX","HOUSTON","77034","SCHULLER",1,0,1,"Unknown",-95.3698028,29.7604267
"1090753",2012,"TX","HOUSTON","77021","FOSTER",1,0,1,"Unknown",-95.3698028,29.7604267
"1230032",2012,"TX","HOUSTON","77089","SAGETREE",1,0,1,"Unknown",-95.3698028,29.7604267
"1800025",2012,"TX","HOUSTON","77033","HERON",1,0,1,"Unknown",-95.3698028,29.7604267
"2040821",2012,"TX","HOUSTON","77018","LAMONTE",1,0,1,"Unknown",-95.3698028,29.7604267
"2040821",2012,"TX","HOUSTON","77018","LAMONTE",1,0,1,"Exposure",-95.3698028,29.7604267
"2660349",2012,"TX","HOUSTON","77088","ASHMOLE",1,0,1,"Unknown",-95.3698028,29.7604267
"3120264",2012,"TX","HOUSTON","77061","DOVER",2,0,2,"Unknown",-95.3698028,29.7604267
"3200331",2012,"TX","HARRIS COUNTY","77045","JUPITER",1,0,1,"Unknown",,
"3300777",2012,"TX","HOUSTON","77021","SHERWOOD",1,0,1,"Unknown",-95.3698028,29.7604267
"0007750",2012,"TX","Dripping Springs","78620","RR 12",1,0,1,"Unknown",-98.0866781,30.1902067
"631",2012,"TX","Gun Barrel City","75156","Main",1,0,1,"Investigation with Arson Module",-96.1513627,32.3345888
"0000015",2012,"TX","Jasper","75956","7135 FM 252",1,0,1,"Open Flame",-86.9311094,38.3914418
"1201293",2012,"TX","Beaumont","77707","ELOISE",1,0,1,"Unknown",-94.1265562,30.080174
"1201840",2012,"TX","Beaumont","77701","BROOKLYN",1,0,1,"Other Unintentional, Careless",-94.1265562,30.080174
"1214930",2012,"TX","Beaumont","77705","THREADNEEDLE",1,0,1,"Unknown",-94.1265562,30.080174
"1207002",2012,"TX","HUNT","78024","3143 HWY 39",1,0,1,"Equipment Misoperation, Failure",-99.3379764,30.0710434
"0000003",2012,"TX","Buffalo","75831","1848",1,0,1,"Unknown",-78.8783689,42.8864468
"012-001",2012,"TX","Lubbock","79404","84",2,0,2,"Unknown",-101.8551665,33.5778631
"1202378",2012,"TX","LUBBOCK","79403","WOOD",1,0,1,"Other Heat",-101.8551665,33.5778631
"1215655",2012,"TX","LUBBOCK","79423","110TH",1,0,1,"Natural",-101.8551665,33.5778631
"1223640",2012,"TX","LUBBOCK","79404","FIR",1,0,1,"Cooking",-101.8551665,33.5778631
"1225181",2012,"TX","LUBBOCK","79412","58TH",1,0,1,"Intentional",-101.8551665,33.5778631
"395",2012,"TX","MenardCounty","76859","Hwy 190 W",1,0,1,"None",-89.8495427,40.0111214
"0180001",2012,"TX","WACO","76710","SPRINGDALE",1,0,1,"Unknown",-97.1466695,31.549333
"0470013",2012,"TX","WACO","76708","19TH",3,0,3,"Investigation with Arson Module",-97.1466695,31.549333
"1680003",2012,"TX","WACO","76711","CLEVELAND",2,0,2,"Electrical Malfunction",-97.1466695,31.549333
"0032975",2012,"TX","Magnolia","77355","Todd",1,0,1,"Unknown",-95.7507815,30.2093794
"0000786",2012,"TX","Corsicana","75110","3rd",1,0,1,"Heating",-96.4688727,32.0954304
"0000046",2012,"TX","ROBSTOWN","78380","505 ILLINOIS AVENUE",1,0,1,"Unknown",-97.6688843,27.7903032
"0000702",2012,"TX","CORPUS CHRISTI","78408","SAVAGE",1,0,1,"Unknown",-97.396381,27.8005828
"0020979",2012,"TX","CORPUS CHRISTI","78413","PINEHURST",1,0,1,"Unknown",-97.396381,27.8005828
"0043158",2012,"TX","CORPUS CHRISTI","78404","7TH",1,0,1,"Intentional",-97.396381,27.8005828
"0007559",2012,"TX","Amarillo","79107","REDWOOD",1,0,1,"Unknown",-101.8312969,35.2219971
"2012011",2012,"TX","Amarillo","79118","906 Ottawa rear",1,0,1,"Unknown",-101.8312969,35.2219971
"2012777",2012,"TX","Amarillo","79118","15302 Greg St",1,0,1,"Unknown",-101.8312969,35.2219971
"1043012",2012,"TX","shepherd","77371","fm 223",1,0,1,"Unknown",-94.9966005,30.4979813
"0000299",2012,"TX","Keller","76248","Cedarwood",1,0,1,"Smoking",-97.229298,32.9341893
"0350240",2012,"TX","Fort Worth","76119","MOORVIEW",2,0,2,"Intentional",-97.3307658,32.7554883
"0500074",2012,"TX","Fort Worth","76104","MAGNOLIA",2,0,2,"Unknown",-97.3307658,32.7554883
"0002610",2012,"TX","ABILENE","79603","OLD ANSON",1,0,1,"Open Flame",-99.7331439,32.4487364
"1736273",2012,"TX","AUSTIN","78757","PAYNE",1,0,1,"Equipment Misoperation, Failure",-97.7430608,30.267153
"1822035",2012,"TX","AUSTIN","78758","PRAIRIE DOVE",1,0,1,"Other Equipment",-97.7430608,30.267153
"1867991",2012,"TX","AUSTIN","78721","CHICO",2,0,2,"Electrical Malfunction",-97.7430608,30.267153
"1868003",2012,"TX","AUSTIN","78744","WAGON BEND",2,0,2,"Electrical Malfunction",-97.7430608,30.267153
"1868003",2012,"TX","AUSTIN","78744","WAGON BEND",2,0,2,"Exposure",-97.7430608,30.267153
"1868003",2012,"TX","AUSTIN","78744","WAGON BEND",2,0,2,"Exposure",-97.7430608,30.267153
"80745",2012,"TX","AUSTIN","78727","KELLIES FARM",1,0,1,"Other Unintentional, Careless",-97.7430608,30.267153
"0828121",2012,"TX","Spurger","77660","CR 4563",1,0,1,"Unknown",-94.1774297,30.6912029
"0002029",2012,"TX","Vernon","76384","CR 128 W",1,0,1,"Investigation with Arson Module",-72.479037,41.8186802
"0000078",2012,"UT","Roosevelt","84066","600",1,0,1,"Other Unintentional, Careless",-103.3587288,33.9538388
"3854",2012,"UT","Salt Lake City","84105","WILSON",1,0,1,"Unknown",-111.8910474,40.7607793
"1202533",2012,"UT","Provo","84606","100",1,0,1,"Unknown",-111.6585337,40.2338438
"2577122",2012,"UT","SANTAQUIN","84655","MAIN",1,0,1,"Other Unintentional, Careless",-111.7852106,39.9755101
"2303687",2012,"UT","Spanish Fork","84660","Canyon Rd",1,0,1,"Electrical Malfunction",-111.654923,40.114955
"13035",2012,"UT","OGDEN","84404","JEFFERSON",1,0,1,"Open Flame",-111.9738304,41.223
"0000342",2012,"VA","WaynesboroAugusta ","22980","DOOMS CROSSING",1,0,1,"None",-78.8894682,38.0684692
"0000155",2012,"VA","Stuarts Draft","24477","TISBROOK",1,0,1,"Other Equipment",-79.0336374,38.0301356
"0000589",2012,"VA","WaynesboroAugusta ","22980","DOOMS CROSSING",1,0,1,"Unknown",-78.8894682,38.0684692
"0000336",2012,"VA","StauntonAugusta Co","24401","BOLLING HEIGHTS",4,0,4,"None",-79.0414324,38.134241
"0000060",2012,"VA","Stuarts Draft","24477","TISBROOK",1,0,1,"Unknown",-79.0336374,38.0301356
"0201202",2012,"VA","Grundy","24614","Lower Big Branch",1,0,1,"None",-82.0990223,37.2778886
"2013107",2012,"VA","CHESTERFIELD","23838","BRADLEY BRIDGE",1,0,1,"Other Equipment",-77.6077865,37.3673217
"9021458",2012,"VA","MIDLOTHIAN","23114","OLD COUNTRY",1,0,1,"Other Unintentional, Careless",-96.9944489,32.482361
"1201948",2012,"VA","Upperville","20185","Dunvegan",1,0,1,"None",-77.8863787,38.9929383
"0009472",2012,"VA","HENRICO","23231","HOKE BRADY RD",1,0,1,"Smoking",-77.3324425,37.5059332
"0038665",2012,"VA","RICHMOND","23223","BOLLING RD",1,0,1,"Cooking",-77.4360481,37.5407246
"0039427",2012,"VA","martinsville","24112","2041 appalachian dr",1,0,1,"None",-79.8725386,36.6915262
"0039427",2012,"VA","Martinsville","24112","Appalachain",1,0,1,"Electrical Malfunction",-79.8725386,36.6915262
"0012158",2012,"VA","King and Queen CH","23085","The Trail",1,0,1,"Unknown",-71.617228,43.3124141
"0012158",2012,"VA","King and Queen CH","23085","The Trail",1,0,1,"Unknown",-71.617228,43.3124141
"0012158",2012,"VA","King and Queen CH","23085","The Trail",1,0,1,"Unknown",-71.617228,43.3124141
"0012158",2012,"VA","King and Queen CH","23085","The Trail",1,0,1,"Unknown",-71.617228,43.3124141
"2012127",2012,"VA","Patrick Springs","24133","Steel Farm",1,0,1,"Other Unintentional, Careless",-80.1950507,36.6418034
"000175A",2012,"VA","Ringgold","24586","1933 Countryside",2,0,2,"Unknown",-85.1091173,34.9159099
"2016631",2012,"VA","Chatham","24531","Friendship",1,0,1,"Heating",-69.9597664,41.6820897
"2000333",2012,"VA","HOPEWELL","23860","TAR BAY",1,0,1,"Investigation with Arson Module",-77.2872001,37.3043154
"2000493",2012,"VA","SPRING GROVE","23881","POLE RUN",1,0,1,"Other Heat",-88.2459087,42.4375897
"12-0015",2012,"VA","Warsaw","22572","Ivy",1,0,1,"Open Flame",21.0122287,52.2296756
"1200318",2012,"VA","Duffield","24244","Monitor Dr",1,0,1,"Unknown",-82.795995,36.7189846
"0120058",2012,"VA","Richlands","24641","Mountain",1,0,1,"Heating",-77.5466342,34.8993297
"2012249",2012,"VA","Abingdon","24210","Humes",1,0,1,"Unknown",-81.9773482,36.7098335
"0005194",2012,"VA","Chesapeake","23324","Dorcas",1,0,1,"Other Heat",-76.2874927,36.7682088
"0023378",2012,"VA","Chesapeake","2323","Indiana",1,0,1,"Open Flame",-76.2874927,36.7682088
"0024688",2012,"VA","Chesapeake","23322","Crossbow",1,0,1,"Open Flame",-76.2874927,36.7682088
"0007335",2012,"VA","Hampton","23669","RAVENSCROFT",4,0,4,"Intentional",-76.3452218,37.0298687
"0413057",2012,"VA","NEWPORT NEWS","23605","48TH",1,0,1,"Unknown",-76.4730122,37.0870821
"0612016",2012,"VA","NEWPORT NEWS","23602","EASTWOOD",1,0,1,"Smoking",-76.4730122,37.0870821
"0022842",2012,"VA","NORFOLK","23509","PAINTER",1,0,1,"Smoking",-76.2858726,36.8507689
"2000386",2012,"VA","PETERSBURG","23803","COUNTY",1,0,1,"Unknown",-77.4019267,37.2279279
"31771",2012,"VA","Richmond","23224","COFER",1,0,1,"Unknown",-77.4360481,37.5407246
"33329",2012,"VA","Richmond","23225","49TH",1,0,1,"Smoking",-77.4360481,37.5407246
"0007957",2012,"VA","ROANOKE","24016","PATTON AVE NW",1,0,1,"Intentional",-79.9414266,37.2709704
"0015881",2012,"VA","Salem","24153","Victoria",1,0,1,"None",-70.8967155,42.51954
"0014008",2012,"VA","VIRGINIA BEACH","23451","BEACH HAVEN DR",2,0,2,"Other Unintentional, Careless",-75.977985,36.8529263
"0018844",2012,"VA","VIRGINIA BEACH","23464","RITTMAN RD",1,0,1,"Smoking",-75.977985,36.8529263
"0020841",2012,"VA","VIRGINIA BEACH","23456","COLECHESTER RD",1,0,1,"Playing with Heat Source",-75.977985,36.8529263
"0046667",2012,"VA","VIRGINIA BEACH","23457","NANNEYS CREEK RD",1,0,1,"Intentional",-75.977985,36.8529263
"0003750",2012,"VA","Winchester","22601","Summit",2,0,2,"Investigation with Arson Module",-78.1633341,39.1856597
"0000005",2012,"VT","Essex Junction","05452","Taft",1,0,1,"Smoking",-74.1996966,40.7934791
"00448",2012,"WA","Kennewick","99336","CLEARWATER",1,0,1,"Investigation with Arson Module",-119.1372338,46.2112458
"00448",2012,"WA","Kennewick","99336","CLEARWATER",1,0,1,"Exposure",-119.1372338,46.2112458
"45",2012,"WA","Malaga","98828","Dixie",2,0,2,"Electrical Malfunction",-4.4213988,36.7212737
"543",2012,"WA","Rock Island","98850","North Garden",1,0,1,"None",-90.5787476,41.5094771
"012101",2012,"WA","MalagaCCD","98828","Dixie",2,0,2,"None",,
"169",2012,"WA","Moses Lake","98837","J",1,0,1,"Unknown",-119.2780771,47.1301417
"0002728",2012,"WA","KING COUNTY","98045","159th",2,0,2,"Intentional",-121.9836029,47.5480339
"1207954",2012,"WA","Seattle","98108","28",1,0,1,"Electrical Malfunction",-122.3320708,47.6062095
"1201110",2012,"WA","Federal Way","98023","25",1,0,1,"Unknown",-122.3126222,47.3223221
"1212174",2012,"WA","Federal Way","98003","238",2,0,2,"Unknown",-122.3126222,47.3223221
"1207136",2012,"WA","RENTON","98058","164",1,0,1,"None",-122.2170661,47.4828776
"1212935",2012,"WA","FEDERAL WAY","98032","238",2,0,2,"None",-122.3126222,47.3223221
"69778",2012,"WA","Seattle","98136","45TH",1,0,1,"Open Flame",-122.3320708,47.6062095
"116495",2012,"WA","Seattle","98117","12TH",1,0,1,"Unknown",-122.3320708,47.6062095
"0014476",2012,"WA","BREMERTON","98311","SANDY",1,0,1,"Cooking",-122.6269768,47.5650067
"27864",2012,"WA","Suquamish","98392","BALZOW",1,0,1,"Investigation with Arson Module",-122.552361,47.7312073
"7625",2012,"WA","Bremerton","98310","14TH",1,0,1,"Other Unintentional, Careless",-122.6269768,47.5650067
"131",2012,"WA","Cle Elum","98922","121 W Russ St",1,0,1,"Smoking",-120.939249,47.1953976
"2012035",2012,"WA","Goldendale","98620","FOSTER RD",2,0,2,"None",-120.8217312,45.8206794
"0568",2012,"WA","Long Beach","98631","177th",1,0,1,"Investigation with Arson Module",-118.1937395,33.7700504
"0400015",2012,"WA","Puyallup","98443","48TH",1,0,1,"Open Flame",-122.2928974,47.1853785
"0001493",2012,"WA","ORTING","98360","230TH",1,0,1,"Heating",-122.2042824,47.0978795
"0000676",2012,"WA","Puyallup","98375","189TH",3,0,3,"Intentional",-122.2928974,47.1853785
"0005679",2012,"WA","18","98323","230TH",1,0,1,"None",-96.4304093,43.1999944
"0015087",2012,"WA","Edmonds","98026","EDMONDS",1,0,1,"Smoking",-122.3773552,47.8106521
"5728",2012,"WA","Everett","98203","FLEMING",1,0,1,"Unknown",-122.2020794,47.9789848
"16037",2012,"WA","Everett","98201","HEWITT",1,0,1,"Unknown",-122.2020794,47.9789848
"0002916",2012,"WA","Spokane","99207","Smith",1,0,1,"Unknown",-117.4260466,47.6587802
"0004959",2012,"WA","Lacey","98503","SLEATER KINNEY",1,0,1,"Heating",-122.8231915,47.0342629
"120338",2012,"WA","WALLA WALLA","99362","SPOKANE",1,0,1,"Other Heat",-118.3430209,46.0645809
"2160",2012,"WA","YAKIMA","98903","MEADOWBROOK",1,0,1,"Unknown",-120.5058987,46.6020711
"1208041",2012,"WI","Green Bay","54302","EDISON",1,0,1,"Unknown",-88.019826,44.519159
"0000196",2012,"WI","Chippewa Falls","54729","Park Avenue",1,0,1,"Smoking",-91.3929348,44.9369054
"test001",2012,"WI","Chippewa Falls","54729","Park",1,0,1,"Smoking",-91.3929348,44.9369054
"0000081",2012,"WI","Madison","53713","Deer Valley",1,0,1,"Unknown",-89.4012302,43.0730517
"0005846",2012,"WI","EAU CLAIRE","54701","HAMILTON",1,0,1,"Unknown",-91.4984941,44.811349
"0006000",2012,"WI","EAU CLAIRE","54701","WATER",2,0,2,"Unknown",-91.4984941,44.811349
"0082012",2012,"WI","Florence","54121","1641 cnty hwy U",1,0,1,"Unknown",11.2558136,43.7695604
"0000002",2012,"WI","Berlin","54923","E Huron",1,0,1,"Other Unintentional, Careless",13.404954,52.5200066
"1204556",2012,"WI","LA CROSSE","54601","7TH",1,0,1,"Unknown",-91.2395807,43.8013556
"2012031",2012,"WI","Argyle","53504","Oak",3,0,3,"Other Heat",-97.1833475,33.1212321
"0082720",2012,"WI","MILWAUKEE","53206","23RD",1,0,1,"Cooking",-87.9064736,43.0389025
"0082720",2012,"WI","MILWAUKEE","53206","23RD",1,0,1,"Exposure",-87.9064736,43.0389025
"0091290",2012,"WI","MILWAUKEE","53207","HILLCREST",1,0,1,"Other Heat",-87.9064736,43.0389025
"0002546",2012,"WI","WHITEFISH BAY","53217","HENRY CLAY",1,0,1,"Cooking",-87.9000856,43.1133444
"0000192",2012,"WI","Rhinelander","54501","Maple",1,0,1,"Open Flame",-89.4120753,45.6366228
